slug,short_name,full_name,logo_status,logo,source_page,source_url,review_note
"set","SET","Symbiosis Entrance Test","official_source_reviewed","/exam-logos/official-v1/af5e6547f049324cb14a1ff5.webp","https://www.set-test.org/","https://d107tqdgn7te45.cloudfront.net/assets/images/svg/logo.svg",""
"smit-online-test","SMIT Online Test","Sikkim Manipal Institute of Technology Online Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/85/85261db95bef0fb271e4213a63c80681b50f3ecdaba4f9d0bde670ba2ae4dee1.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/85/85261db95bef0fb271e4213a63c80681b50f3ecdaba4f9d0bde670ba2ae4dee1.webp",""
"saat","SAAT","Siksha 'O' Anusandhan Admission Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/91/91e152c390f03ea135bf3e122b2457d294cc250acb04c081b846507da674d17e.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/91/91e152c390f03ea135bf3e122b2457d294cc250acb04c081b846507da674d17e.webp",""
"siteee","SITEEE","Symbiosis Institute of Technology Engineering Entrance Examination","official_source_reviewed","/exam-logos/official-v1/af5e6547f049324cb14a1ff5.webp","https://www.set-test.org/","https://d107tqdgn7te45.cloudfront.net/assets/images/svg/logo.svg",""
"skuast-j-cet","SKUAST-J CET","Sher-e-Kashmir University of Agricultural Sciences and Technology of Jammu Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/94634f871320129fb20f834e.webp","https://skuastjammu.ac.in/newsite/admission.php","https://skuastjammu.ac.in/newsite/image/SKUAST-J_logo.png",""
"skuast-k-uet","SKUAST-K UET","Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir University Entrance Test","official_source_reviewed","/exam-logos/official-v1/7a9474b0244dd24066d2d1ad.webp","https://skuastkashmir.in/IUMS/applicant/","https://skuastkashmir.in/IUMS/logo.png",""
"slat","SLAT","Symbiosis Law Admission Test","official_source_reviewed","/exam-logos/official-v1/6f75a363e945f67a083df7d6.webp","https://www.slat-test.org/","https://www.slat-test.org/images/banner/figma/sls-logo-pune.png?v=2",""
"snap","SNAP","Symbiosis National Aptitude Test (SNAP)","official_source_reviewed","/exam-logos/official-v1/e93c6e8a771dd700e17c1176.webp","https://www.snaptest.org/","https://www.snaptest.org/images/header/snap-logo.webp",""
"sri-venkateswara-university-common-entrance-test","SVUCET","Sri Venkateswara University Common Entrance Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/cc/cc73b8b5b55362bfe24c69a04e1ef1f67aa90d40344b1a35365e82413131487a.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/cc/cc73b8b5b55362bfe24c69a04e1ef1f67aa90d40344b1a35365e82413131487a.webp",""
"spmhcat","SPMHCAT","SRM University Haryana Common Aptitude Test","official_source_reviewed","/exam-logos/official-v1/cc6a9d8f6506cb3a9f81b284.webp","https://admissions.srmuniversity.ac.in/","https://cdn.npfs.co/uploads/template/190/7122/publish/images/srm-logo-white.webp?1767010191",""
"srmjeee","SRMJEEE","SRM Joint Engineering Entrance Examination (UG)","official_source_reviewed","/exam-logos/official-v1/225848626a4b45fb2fbdda49.webp","https://admissions.srmist.edu.in/srmistonline/","https://admissions.srmist.edu.in/srmistonline/resources/Image/srmist.png",""
"srmjeem","SRMJEEM","SRM Joint Entrance Examination for Management","official_source_reviewed","/exam-logos/official-v1/225848626a4b45fb2fbdda49.webp","https://admissions.srmist.edu.in/srmistonline/","https://admissions.srmist.edu.in/srmistonline/resources/Image/srmist.png",""
"ssc-cgl","SSC CGL","Combined Graduate Level Examination","official_source_reviewed","/exam-logos/official-v1/1a955776af0eb7bd07d56b47.webp","https://ssc.gov.in/","https://ssc.gov.in/assets/sscLogo.webp",""
"ssc-chsl","SSC CHSL","Staff Selection Commission Combined Higher Secondary Level Examination","official_source_reviewed","/exam-logos/official-v1/1a955776af0eb7bd07d56b47.webp","https://ssc.gov.in/","https://ssc.gov.in/assets/sscLogo.webp",""
"ssc-jht","SSC Combined Hindi Translators","Combined Hindi Translators Examination","official_source_reviewed","/exam-logos/official-v1/1a955776af0eb7bd07d56b47.webp","https://ssc.gov.in/","https://ssc.gov.in/assets/sscLogo.webp",""
"ssc-cpo","SSC CPO","Sub-Inspector in Delhi Police and Central Armed Police Forces Examination","official_source_reviewed","/exam-logos/official-v1/1a955776af0eb7bd07d56b47.webp","https://ssc.gov.in/","https://ssc.gov.in/assets/sscLogo.webp",""
"ssc-gd-constable","SSC GD Constable","Constable GD in CAPFs, NIA, SSF and Rifleman GD in Assam Rifles Examination","official_source_reviewed","/exam-logos/official-v1/1a955776af0eb7bd07d56b47.webp","https://ssc.gov.in/","https://ssc.gov.in/assets/sscLogo.webp",""
"ssc-je","SSC JE","Junior Engineer (Civil, Mechanical & Electrical) Examination","official_source_reviewed","/exam-logos/official-v1/1a955776af0eb7bd07d56b47.webp","https://ssc.gov.in/","https://ssc.gov.in/assets/sscLogo.webp",""
"ssc-mts","SSC MTS & Havaldar","Multi-Tasking Staff and Havaldar Examination","official_source_reviewed","/exam-logos/official-v1/1a955776af0eb7bd07d56b47.webp","https://ssc.gov.in/","https://ssc.gov.in/assets/sscLogo.webp",""
"ssc-selection-post-phase-14","SSC Selection Post Phase XIV","Selection Post Examination Phase XIV","official_source_reviewed","/exam-logos/official-v1/1a955776af0eb7bd07d56b47.webp","https://ssc.gov.in/","https://ssc.gov.in/assets/sscLogo.webp",""
"ssc-stenographer","SSC Stenographer","Stenographer Grade C & D Examination","official_source_reviewed","/exam-logos/official-v1/1a955776af0eb7bd07d56b47.webp","https://ssc.gov.in/","https://ssc.gov.in/assets/sscLogo.webp",""
"suat","SUAT","Sharda University Admission Test","official_source_reviewed","/exam-logos/official-v1/f48107dd295e5732ed687d1e.webp","https://suat.sharda.ac.in/","https://suat.sharda.ac.in/assets/images/logo.png",""
"tancet","TANCET","Tamil Nadu Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/ba534cd54a4aeb457bcee736.webp","https://www.annauniv.edu/","https://www.annauniv.edu/images/ANNAUNIVERSITYLOGO.png",""
"telangana-state-agriculture-common-entrance-test","TS AGRICET","Telangana State Agriculture Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/21dc29c965e8bd7f4a9acc75.webp","https://angrauagricet.aptonline.in/AGRICET/AGRICET_HomePage","https://angrauagricet.aptonline.in/images/ANGRAU.jpg",""
"ts-cpget","TS CPGET","Telangana State Common Post Graduate Entrance Tests (TS CPGET)","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/01/01eed61e879f47f4df9400fdb720e5b4205fb06f156254e4fdb697177ee7ceeb.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/01/01eed61e879f47f4df9400fdb720e5b4205fb06f156254e4fdb697177ee7ceeb.webp",""
"ts-eamcet","TS EAMCET","Telangana State Engineering, Agriculture and Pharmacy Common Entrance Test (TG EAPCET)","official_source_reviewed","/exam-logos/official-v1/4fbcff9e5e9ecdad30f77638.webp","https://tgecet.nic.in/default.aspx","https://tgecet.nic.in/images/tsche_logo.jpg",""
"telangana-state-engineering-common-entrance-test","TS ECET","Telangana State Engineering Common Entrance Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/7b/7bb78d45a88497815d2e114e88a75d9b92d05798c0fc2b34d5d76ca00447a701.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/7b/7bb78d45a88497815d2e114e88a75d9b92d05798c0fc2b34d5d76ca00447a701.webp",""
"ts-icet","TS ICET","Telangana State Integrated Common Entrance Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/09/09776418e4dbaf060d581d265fec0ebe3a440b5f84315ed35319a2c756e9711d.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/09/09776418e4dbaf060d581d265fec0ebe3a440b5f84315ed35319a2c756e9711d.webp",""
"ts-law-cet","TS LAWCET","Telangana State Law Common Entrance Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/7e/7e7ce25f4cb4abb5edc28bd9efba0a78db313a9a97ebba7b3f05e31e5f263e5d.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/7e/7e7ce25f4cb4abb5edc28bd9efba0a78db313a9a97ebba7b3f05e31e5f263e5d.webp",""
"telangana-state-polytechnic-common-entrance-test","TS POLYCET","Telangana State Polytechnic Common Entrance Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/b3/b36191799891596d914dba9f1b45d56176bc9f9464b3bfdd66d0fa4ca3099397.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/b3/b36191799891596d914dba9f1b45d56176bc9f9464b3bfdd66d0fa4ca3099397.webp",""
"tg-cpget","TG CPGET","Telangana Common Post Graduate Entrance Tests","official_source_reviewed","/exam-logos/official-v1/4fbcff9e5e9ecdad30f77638.webp","https://tgecet.nic.in/default.aspx","https://tgecet.nic.in/images/tsche_logo.jpg",""
"tg-deecet","TG DEECET","Telangana Diploma in Elementary Education Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/054320df2a99b50e9ed162ca.webp","https://deecet.cdse.telangana.gov.in/","https://deecet.cdse.telangana.gov.in/images/TG_Deecet_2024_old.png",""
"tg-eapcet","TG EAPCET","Telangana Engineering, Agriculture and Pharmacy Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/4fbcff9e5e9ecdad30f77638.webp","https://tgecet.nic.in/default.aspx","https://tgecet.nic.in/images/tsche_logo.jpg",""
"tg-ecet","TG ECET","Telangana Engineering Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/4fbcff9e5e9ecdad30f77638.webp","https://tgecet.nic.in/default.aspx","https://tgecet.nic.in/images/tsche_logo.jpg",""
"tg-edcet","TG EDCET","Telangana Education Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/4fbcff9e5e9ecdad30f77638.webp","https://tgecet.nic.in/default.aspx","https://tgecet.nic.in/images/tsche_logo.jpg",""
"tg-icet","TG ICET","Telangana Integrated Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/4fbcff9e5e9ecdad30f77638.webp","https://tgecet.nic.in/default.aspx","https://tgecet.nic.in/images/tsche_logo.jpg",""
"tg-lawcet","TG LAWCET","Telangana Law Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/4e4f2de119204fa192d49272.webp","https://lawcet.tgche.ac.in/","https://lawcet.tgche.ac.in/images/tg_lawcet_2026.jpg",""
"tg-pecet","TG PECET","Telangana Physical Education Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/4fbcff9e5e9ecdad30f77638.webp","https://tgecet.nic.in/default.aspx","https://tgecet.nic.in/images/tsche_logo.jpg",""
"tg-pgecet","TG PGECET","Telangana Post Graduate Engineering Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/4fbcff9e5e9ecdad30f77638.webp","https://tgecet.nic.in/default.aspx","https://tgecet.nic.in/images/tsche_logo.jpg",""
"tg-pglcet","TG PGLCET","Telangana Post Graduate Law Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/4fbcff9e5e9ecdad30f77638.webp","https://tgecet.nic.in/default.aspx","https://tgecet.nic.in/images/tsche_logo.jpg",""
"tg-polycet","TG POLYCET","Telangana Polytechnic Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/68fb0f51dd5d28f9834c54da.webp","https://tgpolycet.nic.in/default.aspx","https://tgpolycet.nic.in/images/tslogo.png",""
"tifr-gs","TIFR GS","Tata Institute of Fundamental Research Graduate School Admission Test","official_source_reviewed","/exam-logos/official-v1/5c83533028db5b5d68b193c0.webp","https://www.tifr.res.in/academics/gs_admissions.php","https://www.tifr.res.in/academics/images/TIFR_Logo_White.png",""
"tjee","TJEE","Tripura Joint Entrance Examination","official_source_reviewed","/exam-logos/official-v1/9cedb888b884e2ced233d872.webp","https://tbjee.tripura.gov.in/","https://tbjee.tripura.gov.in/sites/default/files/Untitled%20design%20%2823%29.png",""
"tn-set","TN SET","Tamil Nadu State Eligibility Test","official_source_reviewed","/exam-logos/official-v1/cad8c1094786a788fa607b52.webp","https://trb.tn.gov.in/","https://trb.tn.gov.in/images/logo2.png",""
"tripura-jee","Tripura JEE","Tripura Board of Joint Entrance Examination","official_source_reviewed","/exam-logos/official-v1/9cedb888b884e2ced233d872.webp","https://tbjee.tripura.gov.in/","https://tbjee.tripura.gov.in/sites/default/files/Untitled%20design%20%2823%29.png",""
"ts-set","TS SET","Telangana State Eligibility Test","official_source_reviewed","/exam-logos/official-v1/4b383808c61aca94cfc7006b.webp","https://telanganaset.org/","https://telanganaset.org/img/ts-logo.png",""
"tspsc-group-1","TSPSC Group I","Telangana Public Service Commission Group-I Services Examination","official_source_reviewed","/exam-logos/official-v1/b3f8eab2cc7b68914852de45.webp","https://www.tgpsc.gov.in/","https://www.tgpsc.gov.in/img/tspsc-logo-min.png",""
"uceed","UCEED","Undergraduate Common Entrance Examination for Design (UCEED)","official_source_reviewed","/exam-logos/official-v1/9f454a73d02b9777482daf5a.webp","https://www.ceed.iitb.ac.in/2026/","https://www.ceed.iitb.ac.in/2026/img/institute/logo_iitb.png",""
"ugc-net","UGC NET","University Grants Commission National Eligibility Test","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"ugc-net-june-2026","UGC NET","University Grants Commission National Eligibility Test - June","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"uid-dat","UID DAT","Unitedworld Institute of Design Design Aptitude Test","official_source_reviewed","/exam-logos/official-v1/ef246edab80f05a163c16bc2.webp","https://uid.edu.in/admission/","https://uid.edu.in/wp-content/uploads/2024/02/uid-logo.webp",""
"ukpsc-pcs","UKPSC PCS","Uttarakhand Combined State Civil / Upper Subordinate Services Examination","official_source_reviewed","/exam-logos/official-v1/12e96f3eb8359c3ea9a3412e.webp","https://psc.uk.gov.in/","https://psc.uk.gov.in/public/uploads/1662015859.jpeg",""
"ulsat","ULSAT","UPES Legal Studies Aptitude Test","official_source_reviewed","/exam-logos/official-v1/9cb70a1af271ab738a8f7bd8.webp","https://www.upes.ac.in/admissions/admission-alerts/ulsat","https://www.upes.ac.in/assets/images/UPES-logo.svg",""
"uni-gauge","Uni-GAUGE","Uni-GAUGE Engineering Entrance Examination","official_source_reviewed","/exam-logos/official-v1/8748e71cfbb567c32db2ea9f.webp","https://www.unigauge.com/","https://www.unigauge.com/wp-content/uploads/2021/10/Logo.png",""
"university-of-petroleum-and-energy-studies-engineering-aptitude-test","UPESEAT","University of Petroleum & Energy Studies Engineering Aptitude Test","official_source_reviewed","/exam-logos/official-v1/9cb70a1af271ab738a8f7bd8.webp","https://www.upes.ac.in/admissions/admission-alerts/ulsat","https://www.upes.ac.in/assets/images/UPES-logo.svg",""
"up-bed-jee","UP B.Ed JEE","Uttar Pradesh Bachelor of Education Joint Entrance Examination","official_source_reviewed","/exam-logos/official-v1/6e32c7669772c58925b9fbc4.webp","https://bujhansi.ac.in/upbedjee.html","https://bujhansi.ac.in/media/vxpmr0jz/newcolor.png",""
"upcatet","UPCATET","Uttar Pradesh Combined Agriculture and Technology Entrance Test","official_source_reviewed","/exam-logos/official-v1/0e5ef90a054449519d456bb0.webp","https://www.upcatetexam.org/","https://www.upcatetexam.org/images/logo.png",""
"upes-dat","UPES DAT","UPES Design Aptitude Test","official_source_reviewed","/exam-logos/official-v1/9cb70a1af271ab738a8f7bd8.webp","https://www.upes.ac.in/admissions/admission-alerts/ulsat","https://www.upes.ac.in/assets/images/UPES-logo.svg",""
"upes-met","UPES MET","UPES Management Entrance Test","official_source_reviewed","/exam-logos/official-v1/9cb70a1af271ab738a8f7bd8.webp","https://www.upes.ac.in/admissions/admission-alerts/ulsat","https://www.upes.ac.in/assets/images/UPES-logo.svg",""
"upeseat","UPESEAT","UPES Engineering Aptitude Test","official_source_reviewed","/exam-logos/official-v1/9cb70a1af271ab738a8f7bd8.webp","https://www.upes.ac.in/admissions/admission-alerts/ulsat","https://www.upes.ac.in/assets/images/UPES-logo.svg",""
"upesmet","UPESMET","UPES Management Entrance Test","official_source_reviewed","/exam-logos/official-v1/9cb70a1af271ab738a8f7bd8.webp","https://admission.upes.ac.in/login","https://admission.upes.ac.in/assets/images/UPES-logo.svg",""
"uppsc-pcs","UPPSC PCS","Uttar Pradesh Combined State / Upper Subordinate Services Examination","official_source_reviewed","/exam-logos/official-v1/920e35abe9d840e72bb78554.webp","https://uppsc.up.nic.in/","https://uppsc.up.nic.in/Assets/image/theme/psc_sierra.png",""
"upsc-capf-ac","CAPF AC","Central Armed Police Forces Assistant Commandants Examination","official_source_reviewed","/exam-logos/official-v1/6694825c2f3792caa3545f02.webp","https://exams.nta.nic.in/aiapget/","https://exams.nta.nic.in/wp-content/themes/sdo-theme/images/emblem.svg",""
"upsc-cds","CDS","Combined Defence Services Examination","official_source_reviewed","/exam-logos/official-v1/6694825c2f3792caa3545f02.webp","https://exams.nta.nic.in/aiapget/","https://exams.nta.nic.in/wp-content/themes/sdo-theme/images/emblem.svg",""
"upsc-civil-services","UPSC CSE","Union Public Service Commission Civil Services Examination","official_source_reviewed","/exam-logos/official-v1/6694825c2f3792caa3545f02.webp","https://exams.nta.nic.in/aiapget/","https://exams.nta.nic.in/wp-content/themes/sdo-theme/images/emblem.svg",""
"upsc-cms","CMS","Combined Medical Services Examination","official_source_reviewed","/exam-logos/official-v1/6694825c2f3792caa3545f02.webp","https://exams.nta.nic.in/aiapget/","https://exams.nta.nic.in/wp-content/themes/sdo-theme/images/emblem.svg",""
"upsc-combined-geo-scientist","Geo-Scientist","Combined Geo-Scientist Examination","official_source_reviewed","/exam-logos/official-v1/6694825c2f3792caa3545f02.webp","https://exams.nta.nic.in/aiapget/","https://exams.nta.nic.in/wp-content/themes/sdo-theme/images/emblem.svg",""
"upsc-ese","UPSC ESE","UPSC Engineering Services Exam","official_source_reviewed","/exam-logos/official-v1/6694825c2f3792caa3545f02.webp","https://exams.nta.nic.in/aiapget/","https://exams.nta.nic.in/wp-content/themes/sdo-theme/images/emblem.svg",""
"upsc-engineering-services","UPSC ESE","Engineering Services Examination","official_source_reviewed","/exam-logos/official-v1/6694825c2f3792caa3545f02.webp","https://exams.nta.nic.in/aiapget/","https://exams.nta.nic.in/wp-content/themes/sdo-theme/images/emblem.svg",""
"upsc-epfo","UPSC EPFO","UPSC EPFO EO/AO and APFC Recruitment Test","official_source_reviewed","/exam-logos/official-v1/6694825c2f3792caa3545f02.webp","https://exams.nta.nic.in/aiapget/","https://exams.nta.nic.in/wp-content/themes/sdo-theme/images/emblem.svg",""
"upsc-ies-iss","IES/ISS","Indian Economic Service - Indian Statistical Service Examination","official_source_reviewed","/exam-logos/official-v1/6694825c2f3792caa3545f02.webp","https://exams.nta.nic.in/aiapget/","https://exams.nta.nic.in/wp-content/themes/sdo-theme/images/emblem.svg",""
"upsc-ifs","UPSC IFS","UPSC Indian Forest Service","official_source_reviewed","/exam-logos/official-v1/6694825c2f3792caa3545f02.webp","https://exams.nta.nic.in/aiapget/","https://exams.nta.nic.in/wp-content/themes/sdo-theme/images/emblem.svg",""
"upsc-indian-forest-service","UPSC IFoS","Indian Forest Service Examination","official_source_reviewed","/exam-logos/official-v1/6694825c2f3792caa3545f02.webp","https://exams.nta.nic.in/aiapget/","https://exams.nta.nic.in/wp-content/themes/sdo-theme/images/emblem.svg",""
"upsc-nda-na","NDA & NA","National Defence Academy and Naval Academy Examination","official_source_reviewed","/exam-logos/official-v1/6694825c2f3792caa3545f02.webp","https://exams.nta.nic.in/aiapget/","https://exams.nta.nic.in/wp-content/themes/sdo-theme/images/emblem.svg",""
"uratpg","URATPG","University of Rajasthan Admission Test for Postgraduate Programmes","official_source_reviewed","/exam-logos/official-v1/f1bff05a145ae3eb3eddd7bc.webp","https://admissions.univraj.org/","https://admissions.univraj.org/assets/logo-EIvoSnRk.png",""
"uttar-pradesh-combined-agriculture-and-technology-entrance-test","UPCATET","Uttar Pradesh Combined Agriculture and Technology Entrance Test","official_source_reviewed","/exam-logos/official-v1/0e5ef90a054449519d456bb0.webp","https://www.upcatetexam.org/","https://www.upcatetexam.org/images/logo.png",""
"uttarakhand-jeep","Uttarakhand JEEP","Uttarakhand Joint Entrance Examination Polytechnics","official_source_reviewed","/exam-logos/official-v1/9457655a1870eeefbfadae23.webp","https://www.ubterjeep.co.in/Default.aspx","https://www.ubterjeep.co.in/Images/Logoubte.jpg",""
"vtueee","VTUEEE","Vel Tech Undergraduate Engineering Entrance Examination","official_source_reviewed","/exam-logos/official-v1/b1d86fa8cb81583802a55829.webp","https://www.veltech.edu.in/","https://www.veltech.edu.in/wp-content/uploads/2026/01/veltech-logo-.png",""
"vitmee","VITMEE","Vellore Institute of Technology Masters Entrance Examination","official_source_reviewed","/exam-logos/official-v1/016b47ced32722042938bc0f.webp","https://admissions.vit.ac.in/vitmee-m-des-2026-applications/","https://admissions.vit.ac.in/vitmee-m-des-2026-applications/assets/img/vit-logo.webp",""
"vitbee","VITBEE","VIT Business School Entrance Exam","official_source_reviewed","/exam-logos/official-v1/016b47ced32722042938bc0f.webp","https://admissions.vit.ac.in/vitmee-m-des-2026-applications/","https://admissions.vit.ac.in/vitmee-m-des-2026-applications/assets/img/vit-logo.webp",""
"viteee","VITEEE","VIT Engineering Entrance Examination (VITEEE)","official_source_reviewed","/exam-logos/official-v1/016b47ced32722042938bc0f.webp","https://admissions.vit.ac.in/vitmee-m-des-2026-applications/","https://admissions.vit.ac.in/vitmee-m-des-2026-applications/assets/img/vit-logo.webp",""
"vitmee-mdes","VITMEE M.Des","VIT Master's Entrance Examination for M.Des","official_source_reviewed","/exam-logos/official-v1/016b47ced32722042938bc0f.webp","https://admissions.vit.ac.in/vitmee-m-des-2026-applications/","https://admissions.vit.ac.in/vitmee-m-des-2026-applications/assets/img/vit-logo.webp",""
"vitmee-msc","VITMEE M.Sc.","VIT Master's Entrance Examination for M.Sc. AI & ML / Data Science","official_source_reviewed","/exam-logos/official-v1/016b47ced32722042938bc0f.webp","https://admissions.vit.ac.in/vitmee-m-des-2026-applications/","https://admissions.vit.ac.in/vitmee-m-des-2026-applications/assets/img/vit-logo.webp",""
"vitmee-mtech","VITMEE M.Tech","VIT Master's Entrance Examination for M.Tech","official_source_reviewed","/exam-logos/official-v1/016b47ced32722042938bc0f.webp","https://admissions.vit.ac.in/vitmee-m-des-2026-applications/","https://admissions.vit.ac.in/vitmee-m-des-2026-applications/assets/img/vit-logo.webp",""
"vitmee-mca","VITMEE MCA","VIT Master's Entrance Examination for MCA","official_source_reviewed","/exam-logos/official-v1/016b47ced32722042938bc0f.webp","https://admissions.vit.ac.in/vitmee-m-des-2026-applications/","https://admissions.vit.ac.in/vitmee-m-des-2026-applications/assets/img/vit-logo.webp",""
"vitree","VITREE","VIT Research Entrance Examination","official_source_reviewed","/exam-logos/official-v1/016b47ced32722042938bc0f.webp","https://admissions.vit.ac.in/vitmee-m-des-2026-applications/","https://admissions.vit.ac.in/vitmee-m-des-2026-applications/assets/img/vit-logo.webp",""
"vmou-met","VMOU MET","Vardhman Mahaveer Open University Management Entrance Test (VMOU MET)","official_source_reviewed","/exam-logos/official-v1/9b80b7f7eab4eaf104dd6cbc.webp","https://www.vmou.ac.in/","https://www.vmou.ac.in/sites/default/files/inline-images/logofinal-naac.png",""
"vocational-lateral-entry-test","VOCLET","Vocational Lateral Entry Test","official_source_reviewed","/exam-logos/official-v1/a8d4a144026c67e886db2a7c.webp","https://webscte.co.in/","https://webscte.co.in/assets/image/logo.png",""
"vsat","VSAT","Vignan's Scholastic Aptitude Test","official_source_reviewed","/exam-logos/official-v1/5fd82254600a0893c52834b8.webp","https://vignan.ac.in/newvignan/","https://vignan.ac.in/newvignan/assets/images/Logo%20with%20Deemed.svg",""
"wb-anm-gnm","ANM & GNM","West Bengal ANM(R) & GNM Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/79bea5608067e790c3a8d0f3.webp","https://wbjeeb.nic.in/","https://cdnbbsr.s3waas.gov.in/s3d2a27e83d429f0dcae6b937cf440aeb1/uploads/2022/02/2022021879.jpg",""
"wb-set","WB SET","West Bengal State Eligibility Test","official_source_reviewed","/exam-logos/official-v1/96a8cd419d5f1f7392a773ea.webp","https://wbcsc.org.in/wbcsc/SET.aspx","https://wbcsc.org.in/wbcsc/Images/banner.jpg",""
"wbcs","WBCS","West Bengal Civil Service (Executive) etc. Examination","unresolved","","","","Official WBPSC host requires unsafe legacy TLS renegotiation. No security downgrade used and no verified alternative asset found."
"wbjee","WBJEE","West Bengal Joint Entrance Examination","official_source_reviewed","/exam-logos/official-v1/79bea5608067e790c3a8d0f3.webp","https://wbjeeb.nic.in/","https://cdnbbsr.s3waas.gov.in/s3d2a27e83d429f0dcae6b937cf440aeb1/uploads/2022/02/2022021879.jpg",""
"wb-anm-and-gnm","WB ANM & GNM","West Bengal (Auxiliary Nursing and Midwifery) & (General Nursing and Midwifery)","official_source_reviewed","/exam-logos/official-v1/79bea5608067e790c3a8d0f3.webp","https://wbjeeb.nic.in/","https://cdnbbsr.s3waas.gov.in/s3d2a27e83d429f0dcae6b937cf440aeb1/uploads/2022/02/2022021879.jpg",""
"west-bengal-joint-entrance-exam-for-computer-application","WB JECA","West Bengal Joint Entrance Exam for Computer Application","official_source_reviewed","/exam-logos/official-v1/79bea5608067e790c3a8d0f3.webp","https://wbjeeb.nic.in/","https://cdnbbsr.s3waas.gov.in/s3d2a27e83d429f0dcae6b937cf440aeb1/uploads/2022/02/2022021879.jpg",""
"west-bengal-joint-entrance-exam-for-post-basic-nursing","WB JEPBN","West Bengal Joint Entrance Exam for Post Basic Nursing","official_source_reviewed","/exam-logos/official-v1/79bea5608067e790c3a8d0f3.webp","https://wbjeeb.nic.in/","https://cdnbbsr.s3waas.gov.in/s3d2a27e83d429f0dcae6b937cf440aeb1/uploads/2022/02/2022021879.jpg",""
"wb-jehom","WB JEHOM","West Bengal Joint Entrance for Hospitality Management","official_source_reviewed","/exam-logos/official-v1/79bea5608067e790c3a8d0f3.webp","https://wbjeeb.nic.in/","https://cdnbbsr.s3waas.gov.in/s3d2a27e83d429f0dcae6b937cf440aeb1/uploads/2022/02/2022021879.jpg",""
"west-bengal-joint-entrance-for-mater-of-science-nursing","WB JEMSCN","West Bengal Joint Entrance for Mater of Science Nursing","official_source_reviewed","/exam-logos/official-v1/79bea5608067e790c3a8d0f3.webp","https://wbjeeb.nic.in/","https://cdnbbsr.s3waas.gov.in/s3d2a27e83d429f0dcae6b937cf440aeb1/uploads/2022/02/2022021879.jpg",""
